"Plot Title: UA-002-64_TEST12"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10951902, SEN S/N: 10951902, LBL: Temp)","Coupler Attached (LGR S/N: 10951902)","Host Connected (LGR S/N: 10951902)","Stopped (LGR S/N: 10951902)","End Of File (LGR S/N: 10951902)"
446,07/16/22 18:30:00,19.187,,,,
447,07/16/22 19:00:00,17.189,,,,
448,07/16/22 19:30:00,16.046,,,,
449,07/16/22 20:00:00,15.091,,,,
450,07/16/22 20:30:00,14.613,,,,
451,07/16/22 21:00:00,14.134,,,,
452,07/16/22 21:30:00,13.558,,,,
453,07/16/22 22:00:00,13.076,,,,
454,07/16/22 22:30:00,12.013,,,,
455,07/16/22 23:00:00,11.236,,,,
456,07/16/22 23:30:00,10.553,,,,
457,07/17/22 00:00:00,10.259,,,,
458,07/17/22 00:30:00,9.965,,,,
459,07/17/22 01:00:00,9.472,,,,
460,07/17/22 01:30:00,9.077,,,,
461,07/17/22 02:00:00,8.879,,,,
462,07/17/22 02:30:00,9.176,,,,
463,07/17/22 03:00:00,9.275,,,,
464,07/17/22 03:30:00,9.176,,,,
465,07/17/22 04:00:00,9.176,,,,
466,07/17/22 04:30:00,9.176,,,,
467,07/17/22 05:00:00,8.879,,,,
468,07/17/22 05:30:00,8.879,,,,
469,07/17/22 06:00:00,8.978,,,,
470,07/17/22 06:30:00,9.077,,,,
471,07/17/22 07:00:00,9.275,,,,
472,07/17/22 07:30:00,9.571,,,,
473,07/17/22 08:00:00,10.553,,,,
474,07/17/22 08:30:00,11.722,,,,
475,07/17/22 09:00:00,12.497,,,,
476,07/17/22 09:30:00,14.230,,,,
477,07/17/22 10:00:00,13.942,,,,
478,07/17/22 10:30:00,14.421,,,,
479,07/17/22 11:00:00,15.091,,,,
480,07/17/22 11:30:00,16.046,,,,
481,07/17/22 12:00:00,17.855,,,,
482,07/17/22 12:30:00,18.996,,,,
483,07/17/22 13:00:00,18.616,,,,
484,07/17/22 13:30:00,20.329,,,,
485,07/17/22 14:00:00,25.610,,,,
486,07/17/22 14:30:00,23.004,,,,
487,07/17/22 15:00:00,19.758,,,,
488,07/17/22 15:30:00,18.711,,,,
489,07/17/22 16:00:00,17.094,,,,
490,07/17/22 16:30:00,15.760,,,,
491,07/17/22 17:00:00,15.282,,,,
492,07/17/22 17:30:00,14.325,,,,
